50838;44;46000;20/01/2023;T05
50838;44;46000;22/01/2023;RF1
50838;44;46000;23/01/2023;T05
50838;44;46000;24/01/2023;T05
50838;44;46000;25/01/2023;T05
50838;44;46000;26/01/2023;T05
50838;44;46000;27/01/2023;T05
50838;44;46000;30/01/2023;MNN
50838;44;46000;31/01/2023;MNN
50838;44;46000;01/02/2023;MNN
50838;44;46000;02/02/2023;MNN
50838;44;46000;03/02/2023;MNN
50838;44;46000;07/02/2023;T05
50838;44;46000;08/02/2023;T05
50838;44;46000;09/02/2023;T05
50838;44;46000;10/02/2023;T05
50838;44;46000;13/02/2023;T05
50838;44;46000;14/02/2023;T05
50838;44;46000;15/02/2023;T05
50838;44;46000;16/02/2023;T05
50838;44;46000;17/02/2023;T05
50838;44;46000;20/02/2023;MNN
50838;44;46000;21/02/2023;MNN
50838;44;46000;22/02/2023;MNN
50838;44;46000;23/02/2023;MNN
50838;44;46000;24/02/2023;MNN
50838;44;46000;26/02/2023;RF1
50838;44;46000;27/02/2023;T05
50838;44;46000;28/02/2023;T05
50838;44;46000;01/03/2023;T05
50838;44;46000;02/03/2023;T05
50838;44;46000;03/03/2023;T05
50838;44;51509;02/01/2023;T05
50838;44;51509;03/01/2023;T05
50838;44;51509;04/01/2023;T05
50838;44;51509;05/01/2023;T05
50838;44;51509;09/01/2023;MNN
50838;44;51509;10/01/2023;MNN
50838;44;51509;11/01/2023;MNN
50838;44;51509;12/01/2023;MNN
50838;44;51509;13/01/2023;MNN
50838;44;51509;15/01/2023;RF1
50838;44;51509;16/01/2023;T05
50838;44;51509;17/01/2023;T05
50838;44;51509;18/01/2023;T05
50838;44;51509;19/01/2023;T05
50838;44;51509;20/01/2023;T05
50838;44;51509;23/01/2023;MNN
50838;44;51509;24/01/2023;MNN
50838;44;51509;25/01/2023;MNN
50838;44;51509;26/01/2023;MNN
50838;44;51509;27/01/2023;MNN
50838;44;51509;29/01/2023;RF1
50838;44;51509;30/01/2023;T05
50838;44;51509;31/01/2023;T05
50838;44;51509;01/02/2023;T05
50838;44;51509;02/02/2023;T05
50838;44;51509;03/02/2023;T05
50838;44;51509;06/02/2023;MNN
50838;44;51509;07/02/2023;MNN
50838;44;51509;08/02/2023;MNN
50838;44;51509;09/02/2023;MNN
50838;44;51509;10/02/2023;MNN
50838;44;51509;12/02/2023;RF1
50838;44;51509;13/02/2023;T05
50838;44;51509;14/02/2023;T05
50838;44;51509;15/02/2023;T05
50838;44;51509;16/02/2023;T05
50838;44;51509;17/02/2023;T05
50838;44;51509;20/02/2023;MNN
50838;44;51509;21/02/2023;MNN
50838;44;51509;22/02/2023;MNN
50838;44;51509;23/02/2023;MNN
50838;44;51509;24/02/2023;MNN
50838;44;51509;27/02/2023;T05
50838;44;51509;28/02/2023;T05
50838;44;51509;01/03/2023;T05
50838;44;51509;02/03/2023;T05
50838;44;51509;03/03/2023;T05
50838;44;45987;02/01/2023;MNN
50838;44;45987;03/01/2023;MNN
50838;44;45987;04/01/2023;MNN
50838;44;45987;05/01/2023;MNN
50838;44;45987;08/01/2023;RF1
50838;44;45987;09/01/2023;T05
50838;44;45987;10/01/2023;T05
50838;44;45987;11/01/2023;T05
50838;44;45987;12/01/2023;T05
50838;44;45987;13/01/2023;T05
50838;44;45987;16/01/2023;MNN
50838;44;45987;17/01/2023;MNN
50838;44;45987;18/01/2023;MNN
50838;44;45987;19/01/2023;MNN
50838;44;45987;20/01/2023;MNN
50838;44;45987;05/02/2023;RF1
50838;44;45987;06/02/2023;T05
50838;44;45987;07/02/2023;T05
50838;44;45987;08/02/2023;T05
50838;44;45987;09/02/2023;T05
50838;44;45987;10/02/2023;T05
50838;44;45987;13/02/2023;MNN
50838;44;45987;14/02/2023;MNN
50838;44;45987;15/02/2023;MNN
50838;44;45987;16/02/2023;MNN
50838;44;45987;17/02/2023;MNN
50838;44;45987;19/02/2023;RF1
50838;44;45987;20/02/2023;T05
50838;44;45987;21/02/2023;T05
50838;44;45987;22/02/2023;T05
50838;44;45987;23/02/2023;T05
50838;44;45987;24/02/2023;T05
50838;44;45987;27/02/2023;MNN
50838;44;45987;28/02/2023;MNN
50838;44;45987;01/03/2023;MNN
50838;44;45987;02/03/2023;MNN
50838;44;45987;03/03/2023;MNN
50838;44;37598;02/01/2023;T05
50838;44;37598;03/01/2023;T05
50838;44;37598;04/01/2023;T05
50838;44;37598;05/01/2023;T05
50838;44;37598;09/01/2023;MNN
50838;44;37598;10/01/2023;MNN
50838;44;37598;12/01/2023;MNN
50838;44;37598;13/01/2023;MNN
50838;44;37598;15/01/2023;T05
50838;44;37598;25/01/2023;MNN
50838;44;37598;26/01/2023;MNN
50838;44;37598;27/01/2023;MNN
50838;44;37598;29/01/2023;T05
50838;44;37598;30/01/2023;T05
50838;44;37598;31/01/2023;T05
50838;44;37598;01/02/2023;T05
50838;44;37598;02/02/2023;T05
50838;44;37598;03/02/2023;T05
50838;44;37598;06/02/2023;MNN
50838;44;37598;07/02/2023;MNN
50838;44;37598;08/02/2023;MNN
50838;44;37598;09/02/2023;MNN
50838;44;37598;10/02/2023;MNN
50838;44;37598;13/02/2023;T05
50838;44;37598;14/02/2023;T05
50838;44;37598;15/02/2023;T05
50838;44;37598;16/02/2023;T05
50838;44;37598;17/02/2023;T05
50838;44;37598;20/02/2023;MNN
50838;44;37598;21/02/2023;MNN
50838;44;37598;22/02/2023;MNN
50838;44;37598;23/02/2023;MNN
50838;44;37598;24/02/2023;MNN
50838;44;37598;26/02/2023;T05
50838;44;37598;27/02/2023;T05
50838;44;37598;28/02/2023;T05
50838;44;37598;02/03/2023;T05
50838;44;37598;03/03/2023;T05
50838;44;37598;05/03/2023;MNN
50838;44;37598;07/03/2023;MNN
50838;44;37598;08/03/2023;MNN
50838;44;37598;09/03/2023;MNN
50838;44;37598;10/03/2023;MNN
50838;44;37598;12/03/2023;T05
50838;44;37598;13/03/2023;T05
50838;44;37598;14/03/2023;T05
50838;44;37598;15/03/2023;T05
50838;44;37598;16/03/2023;T05
50838;44;37598;17/03/2023;T05
50838;44;37598;21/03/2023;MNN
50838;44;37598;22/03/2023;MNN
50838;44;37598;23/03/2023;MNN
50838;44;37598;24/03/2023;MNN
50838;44;37598;26/03/2023;T05
50838;44;37606;02/01/2023;T05
50838;44;37606;03/01/2023;T05
50838;44;37606;04/01/2023;T05
50838;44;37606;05/01/2023;T05
50838;44;37606;09/01/2023;MNN
50838;44;37606;10/01/2023;MNN
50838;44;37606;12/01/2023;MNN
50838;44;37606;13/01/2023;MNN
50838;44;37606;15/01/2023;T05
50838;44;37606;16/01/2023;T05
50838;44;37606;17/01/2023;T05
50838;44;37606;19/01/2023;T05
50838;44;37606;20/01/2023;T05
50838;44;37606;22/01/2023;MNN
50838;44;37606;23/01/2023;MNN
50838;44;37606;24/01/2023;MNN
50838;44;37606;25/01/2023;MNN
50838;44;37606;26/01/2023;MNN
50838;44;37606;27/01/2023;MNN
50838;44;37606;30/01/2023;T05
50838;44;37606;31/01/2023;T05
50838;44;37606;01/02/2023;T05
50838;44;37606;02/02/2023;T05
50838;44;37606;05/02/2023;T05
50838;44;37606;06/02/2023;MNN
50838;44;37606;07/02/2023;MNN
50838;44;37606;08/02/2023;MNN
50838;44;37606;09/02/2023;MNN
50838;44;37606;12/02/2023;T05
50838;44;37606;13/02/2023;T05
50838;44;37606;14/02/2023;T05
50838;44;37606;15/02/2023;T05
50838;44;37606;16/02/2023;T05
50838;44;37606;17/02/2023;T05
50838;44;37606;20/02/2023;MNN
50838;44;37606;21/02/2023;MNN
50838;44;37606;22/02/2023;MNN
50838;44;37606;23/02/2023;MNN
50838;44;37606;24/02/2023;MNN
50838;44;37606;26/02/2023;T05
50838;44;37606;27/02/2023;T05
50838;44;37606;28/02/2023;T05
50838;44;37606;02/03/2023;T05
50838;44;37606;03/03/2023;T05
50838;44;37606;06/03/2023;MNN
50838;44;37606;07/03/2023;MNN
50838;44;37606;08/03/2023;MNN
50838;44;37606;09/03/2023;MNN
50838;44;37606;10/03/2023;MNN
50838;44;37606;12/03/2023;T05
50838;44;37606;13/03/2023;T05
50838;44;37606;14/03/2023;T05
50838;44;37606;15/03/2023;T05
50838;44;37606;16/03/2023;T05
50838;44;37606;17/03/2023;T05
50838;44;37606;21/03/2023;MNN
50838;44;37606;22/03/2023;MNN
50838;44;37606;23/03/2023;MNN
50838;44;37606;24/03/2023;MNN
50838;44;37606;26/03/2023;T05
50838;44;37606;27/03/2023;T05
50838;44;37606;28/03/2023;T05
50838;44;44097;02/01/2023;MNN
50838;44;44097;03/01/2023;MNN
50838;44;44097;04/01/2023;MNN
50838;44;44097;09/01/2023;T05
50838;44;44097;10/01/2023;T05
50838;44;44097;12/01/2023;T05
50838;44;44097;13/01/2023;T05
50838;44;44097;16/01/2023;MNN
50838;44;44097;17/01/2023;MNN
50838;44;44097;18/01/2023;MNN
50838;44;44097;19/01/2023;MNN
50838;44;44097;22/01/2023;T05
50838;44;44097;23/01/2023;T05
50838;44;44097;24/01/2023;T05
50838;44;44097;26/01/2023;T05
50838;44;44097;27/01/2023;T05
50838;44;44097;29/01/2023;T3
50838;44;44097;30/01/2023;P2
50838;44;44097;31/01/2023;MNN
50838;44;44097;01/02/2023;MNN
50838;44;44097;02/02/2023;MNN
50838;44;44097;05/02/2023;T05
50838;44;44097;06/02/2023;T05
50838;44;44097;07/02/2023;T05
50838;44;44097;08/02/2023;T05
50838;44;44097;09/02/2023;T05
50838;44;44097;10/02/2023;T05
50838;44;44097;13/02/2023;MNN
50838;44;44097;14/02/2023;MNN
50838;44;44097;15/02/2023;MNN
50838;44;44097;16/02/2023;MNN
50838;44;44097;19/02/2023;T05
50838;44;44097;21/02/2023;T05
50838;44;44097;22/02/2023;T05
50838;44;44097;23/02/2023;T05
50838;44;44097;24/02/2023;T05
50838;44;44097;26/02/2023;T3
50838;44;44097;28/02/2023;MNN
50838;44;44097;01/03/2023;MNN
50838;44;44097;02/03/2023;MNN
50838;44;44097;03/03/2023;MNN
50838;44;44097;05/03/2023;T05
50838;44;44097;06/03/2023;T05
50838;44;44097;07/03/2023;T05
50838;44;44097;08/03/2023;T05
50838;44;44097;09/03/2023;T05
50838;44;44097;10/03/2023;T05
50838;44;44097;13/03/2023;MNN
50838;44;44097;14/03/2023;MNN
50838;44;44097;15/03/2023;MNN
50838;44;44097;16/03/2023;MNN
